image,image_score,n_gt_boxes,n_pred_boxes,TP,FP,FN
S_10378256_jpg.rf.30e03914bcda2580a1f2b7e0582699ea.jpg,0.30677,1,1,0,1,1
S_10386842_jpg.rf.f5796b4c037517038aa029e0bb5f6b88.jpg,0.33965,1,1,0,1,1
S_10389807_jpg.rf.7058a35b0db4a5837d8c4a2d5f614a3d.jpg,0.27248,1,2,0,2,1
S_10389922_jpg.rf.3ee266390ab41c900cd578aa4da0288c.jpg,0.33712,4,1,0,1,4
S_10392159_jpg.rf.ce2ca1ffe90e545b0fa8bf2529133d29.jpg,0.26433,1,1,0,1,1
S_10392700_jpg.rf.5f3ff0dbc43e550cea44893a7aef974c.jpg,0.26679,1,1,0,1,1
S_10392773_jpg.rf.2a494c440951a37afed8b5f668f7658f.jpg,0.24989,1,1,0,1,1
S_10397209_jpg.rf.464b18bdc46bba1f65a20e6384611714.jpg,0.31183,1,1,0,1,1
S_10412730_jpg.rf.a241f64047127bd463e916bbf9a3ebf8.jpg,0.31809,1,1,0,1,1
S_10416770_jpg.rf.2945d720417eec1747bb1e4a170d0eca.jpg,0.30872,2,1,0,1,2
S_10420838_jpg.rf.049ee50256a516f39df3bfb13b11b577.jpg,0.29207,1,1,0,1,1
S_10427650_jpg.rf.39fd187c1e0264c9a8ca53b822b50956.jpg,0.29129,2,1,1,0,1
S_10428880_jpg.rf.bf6b3f8bb6a3f95c347d046a8d6d67a9.jpg,0.3125,4,1,0,1,4
S_10428886_jpg.rf.58fa551c1cff687f938f9b7bba844d43.jpg,0.37038,4,1,0,1,4
S_10433106_jpg.rf.08b28eea375bc1f4c90eeee88d51797e.jpg,0.37364,5,1,0,1,5
S_10433155_jpg.rf.0fab07d32d2985d5c886a6af56606837.jpg,0.35521,1,1,0,1,1
S_10434796_jpg.rf.a18f415e5971a5dc60758199d8ac1bd0.jpg,0.28468,1,1,1,0,0
S_10436259_jpg.rf.f9b328428dec0bfc2d618c4fffa838af.jpg,0.32652,1,1,0,1,1
S_10459509_jpg.rf.323510f9fc7babc7feb698502408cfcb.jpg,0.31243,1,1,0,1,1
S_10462019_jpg.rf.8003204605af078e73a266266ea035e6.jpg,0.21942,1,1,0,1,1
S_10466167_jpg.rf.16aa0b4bd7dd55a7426ee580b54a5f51.jpg,0.27451,1,1,0,1,1
S_10469223_jpg.rf.4823c4dd8f3cc5f0434914ece9aeb4cb.jpg,0.30215,1,1,0,1,1
S_10476056_jpg.rf.85b9291455c26732062026216a64d0ed.jpg,0.35168,2,1,0,1,2
S_10477169_jpg.rf.d2035116003452da2a057b2bfcbfdd3b.jpg,0.25295,1,1,0,1,1
S_11001660_jpg.rf.ab95a9405f222c41c795738e9fb89289.jpg,0.27485,1,1,0,1,1
S_11001682_jpg.rf.c002b14f141d0e3d4ce7ae494f4d219c.jpg,0.30885,1,1,0,1,1
S_11004822_jpg.rf.55b12ab53dc538217332e848aaaa0089.jpg,0.28549,1,2,0,2,1
S_11005081_jpg.rf.0ecd9a0002d0f5807547cd533d16be93.jpg,0.32536,1,1,0,1,1
S_11005093_jpg.rf.6b7dbf41c1e1420f27a32b887774ff1c.jpg,0.27942,1,2,0,2,1
S_11006632_jpg.rf.0809cdd3c7efcc4e0bf58f9c88625956.jpg,0.28146,1,1,0,1,1
S_11007004_jpg.rf.ddac2539c92417968eeaf5c11b20d1c6.jpg,0.27424,1,1,0,1,1
S_11007283_jpg.rf.3bbd18c30731830cfcf649b0ae919104.jpg,0.36448,3,1,0,1,3
S_11008543_jpg.rf.8b755edd51a006088a387f865f38aa31.jpg,0.31289,1,1,0,1,1
S_11023280_jpg.rf.a5a3e83411c955306fdb55915b6fb733.jpg,0.31905,1,1,0,1,1
S_11023911_jpg.rf.6617690a0b7885633fedb5dc4e29b6f6.jpg,0.36173,1,1,0,1,1
S_11025055_jpg.rf.19888587be1d630fda995c845ef1249e.jpg,0.29428,1,1,0,1,1
S_11030806_jpg.rf.8ec272da1070f6d755b6fde62c3ea95b.jpg,0.29841,1,1,0,1,1
S_11030915_jpg.rf.9cc52b0602bad8b11bd8c360246bb563.jpg,0.31605,1,1,0,1,1
S_11031683_jpg.rf.50c5fb558da1648fecb862b658e58f0b.jpg,0.2974,2,1,0,1,2
S_11031969_jpg.rf.177ef71a76148d7c9d65ae8a4e00a9b6.jpg,0.21999,1,1,0,1,1
S_11032471_jpg.rf.670a58a5cfc7aa468468bc273171938a.jpg,0.25038,1,2,0,2,1
S_11035385_jpg.rf.afee66cda81d76f3ef82ad56ed1c020a.jpg,0.29051,1,1,0,1,1
S_11036362_jpg.rf.d1b8c06881cf784ffeae5678a95e239c.jpg,0.31358,1,2,0,2,1
S_11036403_jpg.rf.7034f3e5e0147a1f72326e3aba862ff7.jpg,0.30687,1,3,0,3,1
S_11040548_jpg.rf.96e5d1462b7b7f2516469b0bca1a4e82.jpg,0.3362,1,1,0,1,1
S_11041319_jpg.rf.bc035177c2b2909fda14c37ca7f07880.jpg,0.28355,2,1,0,1,2
S_11041662_jpg.rf.be467158615e7e9c4f8e23b72ca6be9e.jpg,0.24613,1,1,0,1,1
S_11041732_jpg.rf.b38abf3536fb86c969350b94dba36a73.jpg,0.27926,1,2,0,2,1
S_11043926_jpg.rf.8f3e8eed69d8f3a761d3a1b5365291e1.jpg,0.28326,1,1,0,1,1
S_11043955_jpg.rf.0575ab4e88307d8edf2498c3e5eefc38.jpg,0.27997,3,1,0,1,3
S_11044775_jpg.rf.d873c28d4cd6a02094085ec5a0bfb0d7.jpg,0.29695,1,1,0,1,1
S_11044923_jpg.rf.f6bcaf63d7b77257c3894526240027cb.jpg,0.23364,1,2,0,2,1
S_11047353_jpg.rf.b2c9b0914be18fa25a94fa912b0e4326.jpg,0.25683,1,1,0,1,1
S_11047359_jpg.rf.dd7273242de28d1c3d64e1b26301f1a4.jpg,0.25193,1,1,0,1,1
S_11047364_jpg.rf.f65f2b7ca1ca38e75d91596fd2d32961.jpg,0.31058,1,2,0,2,1
S_11047421_jpg.rf.e4718a7c505f681832475d6d9b712fb6.jpg,0.30323,2,1,0,1,2
S_11047446_jpg.rf.f388d493916a715561f44a73606d544a.jpg,0.28407,1,2,0,2,1
S_11047637_jpg.rf.baf2108135676fc95d2ebaf35d51ce98.jpg,0.29175,1,1,0,1,1
S_11048210_jpg.rf.b6ed3c8489cc5399c6d8b576a51eaad5.jpg,0.23033,2,1,0,1,2
S_11048216_jpg.rf.28d650136d398f524c9ab38c2a5c50ae.jpg,0.22268,2,1,0,1,2
S_11048358_jpg.rf.aed68bdc80741a22ceaab2bf6e71e232.jpg,0.27947,3,1,0,1,3
S_11048431_jpg.rf.7e401d3fc50e4c6e9138ceb3318d84b3.jpg,0.27651,3,1,0,1,3
S_11048434_jpg.rf.24d14ef1422149f373b12c550da77c03.jpg,0.23331,6,1,0,1,6
S_11048871_jpg.rf.083cfe79eb18910a972dd035b46725d1.jpg,0.22448,1,1,0,1,1
S_11049609_jpg.rf.d2c0db01a0907abba650bd397ea447e5.jpg,0.22529,2,1,0,1,2
S_11049851_jpg.rf.295bd6b8a3c0f227dda5b66d06d93e65.jpg,0.22142,1,1,0,1,1
S_11050459_jpg.rf.a98f3402229241edb49a5357b914311d.jpg,0.25079,1,1,0,1,1
S_11050460_jpg.rf.e375d9e7b84feffbc686ca69a596d693.jpg,0.269,2,1,0,1,2
S_11065402_jpg.rf.2b0dab0e8fda5755a804de1f736b6d20.jpg,0.38243,1,2,0,2,1
S_11065633_jpg.rf.a97055b49c239fd3a646ad4f09b539ec.jpg,0.27787,3,1,1,0,2
S_11065938_jpg.rf.d74ac09d4ab7f77aaef66f6863cbc08a.jpg,0.26097,5,1,0,1,5
S_11065998_jpg.rf.e783bb942dfc55e8b9c6bb5c7d1c511d.jpg,0.29415,1,1,1,0,0
S_11066185_jpg.rf.4e7f2b1ad11392a27de616fe6465948f.jpg,0.29267,3,1,1,0,2
S_11066209_jpg.rf.7a3f868ceb02103c5179ed75ca05f839.jpg,0.23974,2,2,1,1,1
S_11066240_jpg.rf.ba7cb3b87036e82aac78dd34461c19bd.jpg,0.2829,1,1,1,0,0
S_11066252_jpg.rf.e95a07afab0cff85fd27ab9eccec1a2f.jpg,0.28349,3,1,1,0,2
S_11066276_jpg.rf.b3732be81d5c08010b328b88b798d5d8.jpg,0.25564,1,2,1,1,0
S_11066294_jpg.rf.4259ad11c66c1c099768391163c4cdda.jpg,0.2355,5,1,1,0,4
S_11066432_jpg.rf.c78e1e49f7f0eec33892e14b049754bb.jpg,0.25273,3,1,0,1,3
S_11066535_jpg.rf.8cca58a3b667b2cd5136cfd5433c3652.jpg,0.21443,1,1,1,0,0
S_11066781_jpg.rf.9d44c154ee101b3e2dce03c5bfaf4d67.jpg,0.25071,1,2,1,1,0
S_11066783_jpg.rf.217ca566a6b2c09759b22ba45cacce0b.jpg,0.28524,2,1,0,1,2
S_11067582_jpg.rf.f9567a00e5dbc9e289462bc11d042213.jpg,0.28527,1,1,1,0,0
S_11067586_jpg.rf.92a42a9fd569f97757aab46e8a309e60.jpg,0.28422,1,1,0,1,1
S_11067608_jpg.rf.0339cc18d41ea94d02ee3117062fc630.jpg,0.31825,4,1,1,0,3
S_11067880_jpg.rf.79077cc2c286828c8b4bb5bc0627e828.jpg,0.25069,1,1,1,0,0
S_11069287_jpg.rf.e9847730cf86b7dde3230a89aaf0442c.jpg,0.31768,1,1,1,0,0
S_11073352_jpg.rf.8e0c792036d6ee7dce8048c44540ad17.jpg,0.31543,1,1,1,0,0
S_11073368_jpg.rf.7ebe0558b9525c1ed792b408dcc86a09.jpg,0.24462,1,1,1,0,0
S_11073426_jpg.rf.62ddbca74bb507d7f2e6ec5c18949b79.jpg,0.35852,1,1,1,0,0
S_11073434_jpg.rf.e1343139c43b4c9bc50212cd8d5ac8ba.jpg,0.25745,2,1,1,0,1
S_11073442_jpg.rf.44249c2832af669732ba49b5373f972c.jpg,0.25463,3,1,1,0,2
S_11073449_jpg.rf.619de8aba683d5dd0e63fc6891cce4e7.jpg,0.28045,1,1,1,0,0
S_11074100_jpg.rf.8f84b243547b40ef346b483e101fe781.jpg,0.31994,2,2,2,0,0
S_11074130_jpg.rf.8f208df3a5184b496293caeca593f0b8.jpg,0.33443,6,1,0,1,6
S_11080359_jpg.rf.8ad4f60f8b0d950fbe3ed6a2e76872d3.jpg,0.26619,7,2,0,2,7
S_11080365_jpg.rf.c7c496d2cf24dbef036e590b095a3d8b.jpg,0.27112,5,1,0,1,5
S_11080426_jpg.rf.90f2ab020b69c0fbf9b580f821806c43.jpg,0.26426,1,1,0,1,1
S_11081160_jpg.rf.9beb28e03b8495dda9df40ac48820a35.jpg,0.27136,1,1,0,1,1
S_11081248_jpg.rf.fa135b8009e85788270ff3b473ff9bb0.jpg,0.26813,3,1,0,1,3
S_11082892_jpg.rf.fa01cbfe6193749ae8837aa41431b84e.jpg,0.40531,5,1,1,0,4
S_11083034_jpg.rf.d108ea039f98c03c97e5d41eadcd14a7.jpg,0.27259,2,1,0,1,2
S_11083475_jpg.rf.c399d4f64fa93d727b7416aa1a0f4a86.jpg,0.33916,4,1,0,1,4
S_11083531_jpg.rf.c75d8d199c87a9aa693c9cf3cb1494f9.jpg,0.33923,3,1,0,1,3
S_11085021_jpg.rf.8aa050dca7c1e6438f367df30a0009d3.jpg,0.30304,1,1,0,1,1
S_11085603_jpg.rf.1bceb3df6c59e4f77034b7d76c7b88a7.jpg,0.33833,4,1,0,1,4
S_11086305_jpg.rf.51e46b67039453a8c36425a57307e98c.jpg,0.22791,1,1,0,1,1
S_11086699_jpg.rf.53ae7969364a52b2364c1a7186ac999c.jpg,0.21546,1,1,0,1,1
S_11087104_jpg.rf.702163504f512ccc62ebf768e31ed8cc.jpg,0.28478,1,1,0,1,1
S_11087609_jpg.rf.9389335c09291003803f61d3fdae73d1.jpg,0.35427,1,1,0,1,1
S_11099280_jpg.rf.16072b4b909b0f5887c3368549e66a18.jpg,0.30687,1,1,0,1,1
S_11110867_jpg.rf.dd2292df23aa3425b0ae8075c00614b1.jpg,0.32894,2,1,0,1,2
S_11113517_jpg.rf.ebd7a0c23c4a33f97954ff88c3b13493.jpg,0.27125,2,1,0,1,2
S_11130595_jpg.rf.9635fae26bda3e7697100eb47de8fa50.jpg,0.29742,3,1,0,1,3
S_11130596_jpg.rf.f069b860aa497c33d1a3682cb626c0b1.jpg,0.27525,1,1,1,0,0
S_11144107_jpg.rf.b840f86759c91f9bebf4886594145fd6.jpg,0.3203,1,1,1,0,0
S_11144867_jpg.rf.5466c009bc1835ec50c52f5df6ed8ce2.jpg,0.38084,1,1,1,0,0
S_11146633_jpg.rf.2d5f02519d9bd76d93dba0bf8b1d02e8.jpg,0.30065,1,1,0,1,1
S_11152102_jpg.rf.8506059ec73cf76910c7039cc4fb3ff7.jpg,0.33073,1,1,0,1,1
S_11153314_jpg.rf.a3a900a2f34227f95ef9d2b3e178abbd.jpg,0.27782,1,1,0,1,1
S_11153563_jpg.rf.855473aa6a1ef5769ddef84323ab97b0.jpg,0.26963,1,1,0,1,1
S_11153597_jpg.rf.e381229e31179e4c2a3be1b6547eb97c.jpg,0.25578,6,1,0,1,6
S_11154034_jpg.rf.a850f335cb9b823758bbed772deb21df.jpg,0.27157,1,1,0,1,1
S_11154074_jpg.rf.62c6146d47f96029ff3b35c6bf77704f.jpg,0.30801,1,2,0,2,1
S_11155476_jpg.rf.79eeec8e414cf636b8577823a7e2e990.jpg,0.2478,2,1,0,1,2
S_11155506_jpg.rf.a4fb8dd84da98a83ba2ff571bbb3508d.jpg,0.3505,1,1,0,1,1
S_11156278_jpg.rf.2ae2726a9a7136178dac501266786a63.jpg,0.30555,1,1,0,1,1
S_11157016_jpg.rf.fc60b05cff070344c7f533a9e55ecaf2.jpg,0.23845,1,2,0,2,1
S_11158088_jpg.rf.fce0eb94d091fa25b68a0b4175894f5d.jpg,0.34727,5,1,0,1,5
S_11158747_jpg.rf.a6d1a218d2b2205641dae5e41019958f.jpg,0.3059,2,3,0,3,2
S_11159421_jpg.rf.1017a8ec82f2ed233c57cd14278df8bc.jpg,0.2231,2,1,0,1,2
S_11217143_jpg.rf.a0a19a0f066783b991e9cbab8f112e9d.jpg,0.31026,2,2,0,2,2
S_11222634_jpg.rf.9726b650b8637af34b5e6fb621859c6b.jpg,0.29927,2,1,0,1,2
S_11222840_jpg.rf.23f6ffd96fa03a9873f0762ba0384404.jpg,0.27163,1,2,0,2,1
S_11226205_jpg.rf.3f38834517b1acbc3b5c7b4122de3f9a.jpg,0.31153,3,1,0,1,3
S_11232700_jpg.rf.6631d9af7f165400ae813146fd2e0db3.jpg,0.19648,1,1,0,1,1
S_11235068_jpg.rf.e2c1da61882deedb38cd0736071d33ea.jpg,0.35477,1,1,0,1,1
S_11348865_jpg.rf.bcf89db66960c45709b71511ff0f8be7.jpg,0.30898,2,1,1,0,1
S_11351933_jpg.rf.ee69ec5804d19d2398bbae24c9511203.jpg,0.28094,1,1,0,1,1
S_11406562_jpg.rf.37af20fa10f13f474ce588e29ad95031.jpg,0.29396,1,1,0,1,1
S_11461602_jpg.rf.81487ca4da6532878097921324197a58.jpg,0.34199,3,1,1,0,2
S_11462538_jpg.rf.1eed3b45c751c300c588163c78f455f5.jpg,0.35248,3,1,0,1,3
S_11462570_jpg.rf.afd23bc7b3c2a5f0a590f930b404a8e7.jpg,0.28544,2,2,0,2,2
S_11462591_jpg.rf.8bb8799460bb12fb80b5a40033441c11.jpg,0.30118,1,1,0,1,1
S_11462616_jpg.rf.2491c175bd03440ef7f2c5856700b08a.jpg,0.3088,9,2,1,1,8
S_11462624_jpg.rf.3d1d9d27e5f10bbccdb968fdbb83035f.jpg,0.32651,7,1,0,1,7
S_11462646_jpg.rf.7b4e04e5b81b46293c950b53bbfd696f.jpg,0.35179,4,1,1,0,3
S_11462669_jpg.rf.84e7964214d63711a8924bdf13de52ef.jpg,0.22394,1,1,0,1,1
S_11462701_jpg.rf.8df2dc22bf90cc4887e10d9000440cf1.jpg,0.29653,3,2,1,1,2
S_11462738_jpg.rf.4b33ebd7c18bcddb4d341c1aa4d4a0de.jpg,0.38067,7,1,0,1,7
S_11462760_jpg.rf.6691d695b3d53c065a0c8a35ce86891b.jpg,0.28351,6,1,0,1,6
S_11462841_jpg.rf.41cd58b4435c966f8990a5350b3f86d5.jpg,0.30822,1,1,0,1,1
S_11462860_jpg.rf.b8a713cbd01f2cc7acbf34fd28286f09.jpg,0.35739,3,1,0,1,3
S_11462893_jpg.rf.fb4daf641fcdc4c7ef8b9a2fabca7eb2.jpg,0.37784,3,1,0,1,3
S_11462910_jpg.rf.d9d5ff2bca33a21a6e673c3cdede6557.jpg,0.27998,2,1,0,1,2
S_11462919_jpg.rf.9afa11acf1d09370d2712ed95fa56dec.jpg,0.27204,1,1,0,1,1
S_11462930_jpg.rf.c27d018159c9e5786226fd76d7d3b3c3.jpg,0.28087,2,1,0,1,2
S_11462961_jpg.rf.d2810defe8210253c1c00a0c0763dcce.jpg,0.28489,2,1,0,1,2
S_11463042_jpg.rf.14691ed98dda8920fc73889b4187454c.jpg,0.348,2,1,0,1,2
S_11463079_jpg.rf.218e572f063b3908e80bb8874a2b5dc2.jpg,0.33454,2,1,0,1,2
S_11463084_jpg.rf.4fdbaa0245c7bcbb5ffe8f0815b87af7.jpg,0.34928,2,1,0,1,2
S_11463086_jpg.rf.a6195bdcc577b095808456352b3ef923.jpg,0.30015,1,3,0,3,1
S_11463088_jpg.rf.4d9520d5eb2db1202860a060447a554a.jpg,0.3151,2,2,0,2,2
S_11463107_jpg.rf.47e5fcbcb38535ba7d7447c45f2d0203.jpg,0.3679,3,1,0,1,3
S_11463153_jpg.rf.c175d1ca5da3f9e71506abfbe38997d7.jpg,0.26666,2,1,0,1,2
S_11463160_jpg.rf.2363614a36d6a5c0c0f27997e96e1459.jpg,0.35001,3,1,0,1,3
S_11463222_jpg.rf.317f00e44d7a629035cab51d86b9dafe.jpg,0.26335,1,1,0,1,1
S_11463281_jpg.rf.d054ee7764403b446909a228cbc0281d.jpg,0.3319,5,1,0,1,5
S_11463282_jpg.rf.aa07f2e8bf23690541815c1e125132ba.jpg,0.28328,2,2,1,1,1
S_11463383_jpg.rf.15d051b996c0dd660e8ff0ef9cdfac32.jpg,0.38361,2,1,1,0,1
S_11463386_jpg.rf.d0176a1b01a6ba00825bc5e69a4d25d9.jpg,0.24379,1,1,0,1,1
S_11463395_jpg.rf.e491d00474d0b5b541a55c785e6bfd7e.jpg,0.32458,1,1,0,1,1
S_11463421_jpg.rf.9e967f5511d38f28e1ba05f348f33e32.jpg,0.29869,2,1,0,1,2
S_11463500_jpg.rf.bb4c17b0706c22e34ba79298dc0ef417.jpg,0.30724,2,1,0,1,2
S_11463546_jpg.rf.4ef7967bcd1fe4fc64480899034f9e24.jpg,0.32961,1,1,0,1,1
S_11463590_jpg.rf.3dc896ae7cd95bc10b2b285c17edd757.jpg,0.31552,2,2,0,2,2
S_11463621_jpg.rf.dd624b9f8db763b332a2bd41742d7135.jpg,0.21226,1,1,0,1,1
S_11463624_jpg.rf.7f6491941161399be0adb7261f206145.jpg,0.2823,1,1,0,1,1
S_11464199_jpg.rf.eabcb0ccc10bbb69b4c7c93d1133f1c0.jpg,0.29945,2,1,0,1,2
S_11502858_jpg.rf.8272edfaf4ebf59e4e24f259011fca41.jpg,0.29566,5,1,0,1,5
S_11504692_jpg.rf.5741d010e33060b92ce5ad4e48671ca7.jpg,0.27238,1,1,0,1,1
S_11504701_jpg.rf.48819e3fefd7a632b3db3838fc310f85.jpg,0.27584,1,1,0,1,1
S_11504724_jpg.rf.6254d3bf3a056dce88a31f90212ba3d3.jpg,0.26104,1,1,0,1,1
S_11504759_jpg.rf.86fcfde2032e5a40077ec8db0cbe02dd.jpg,0.27606,1,1,0,1,1
S_11504767_jpg.rf.91b892c65fce4f50816e4ab6278366a4.jpg,0.27185,1,1,0,1,1
S_11504775_jpg.rf.1ecaa31447e778ce5fbaa4f7acfce5c8.jpg,0.26057,1,1,0,1,1
S_11534063_jpg.rf.4e26173cd8d368714f8d916aef0cf2cc.jpg,0.37536,4,3,0,3,4
S_11545740_jpg.rf.a5996cc16369ed5e3191f3115fcdb924.jpg,0.33272,1,1,0,1,1
S_11613629_jpg.rf.45f0ec63e442b2e5b8ccca7b665e30da.jpg,0.38021,1,1,0,1,1
S_11624167_jpg.rf.c23200faed9815b6dbb253bbad798840.jpg,0.17718,1,1,0,1,1
S_11625910_jpg.rf.c7b5eb7b917e2ac2348e7d0eff7a4b03.jpg,0.36433,2,1,0,1,2
S_11625913_jpg.rf.31d95dd0a5cbedba589e062ee9d0c73b.jpg,0.28038,1,1,0,1,1
S_11625926_jpg.rf.9878c152952ec524bc52441a8b33ad04.jpg,0.28972,1,2,0,2,1
S_11626639_jpg.rf.22f042a20134f862c893e26561082ec1.jpg,0.23598,1,1,0,1,1
S_11627607_jpg.rf.c93cc57862c5c0517437b812415f3682.jpg,0.37971,1,1,0,1,1
S_11631689_jpg.rf.a2746f82e605deab985e511896b50cba.jpg,0.29124,1,1,0,1,1
S_11731040_jpg.rf.668c9bd03a9808cbd87c3558864d3afe.jpg,0.32225,1,1,0,1,1
S_11737071_jpg.rf.a3abc53add46888da54bd56bf431ce23.jpg,0.25235,2,1,0,1,2
S_11761111_jpg.rf.a41bb66217deb52e148390f9be56e765.jpg,0.26159,1,1,0,1,1
S_11763898_jpg.rf.b42bc21ab91ee7d5d4df909f0dc05e6d.jpg,0.3521,2,1,1,0,1
S_11768040_jpg.rf.2e505c41d19752b01f3c75bae855746b.jpg,0.28425,1,1,0,1,1
S_11769614_jpg.rf.cc6a53ab4bf461cd15ca3c70ca495600.jpg,0.26118,1,1,0,1,1
S_11769654_jpg.rf.2154dafd8d02a04c1446b5df06924ec4.jpg,0.34322,1,1,0,1,1
S_11833463_jpg.rf.52f5e790b03ab047d1f0e141bd029613.jpg,0.35113,4,1,0,1,4
S_11833473_jpg.rf.bcea6f433adce2f315e58c1a0af92fdc.jpg,0.3118,1,1,0,1,1
S_11833515_jpg.rf.5f6b8dde49a3cc1288f8c51a1c1b447c.jpg,0.2952,2,3,0,3,2
S_11833601_jpg.rf.48075af6e0e1a3177a8db79a807e2144.jpg,0.35762,7,2,0,2,7
S_11833619_jpg.rf.7eb891f27971439b6dfef52b7563b9ac.jpg,0.3473,1,2,0,2,1
S_11833635_jpg.rf.0cfbc7cbb6e7b983008943c8189d512e.jpg,0.34893,4,1,0,1,4
S_11833650_jpg.rf.9723d7d6b1a2d712e3f0e653398c1d87.jpg,0.35854,6,1,0,1,6
S_11833658_jpg.rf.6d5990ca81f6ef4e91e2f03f4f99c055.jpg,0.3011,7,1,0,1,7
S_11833662_jpg.rf.101f2f1c4e46a95da9560ba55745a0f6.jpg,0.29158,5,1,0,1,5
S_11833699_jpg.rf.e3e3b8ec262f19be1b7cfb1c3b90bc63.jpg,0.26631,1,1,0,1,1
S_11833702_jpg.rf.2c3dc18cb0a9c75790263c0c67118acd.jpg,0.31308,5,1,0,1,5
S_11833709_jpg.rf.4435105513f77bf7ec93b9e2325df2bf.jpg,0.34038,4,1,0,1,4
S_11833714_jpg.rf.c3bba4b003df79b2f94dfba2be86265b.jpg,0.34158,3,1,0,1,3
S_11833728_jpg.rf.12267aaa4d231cebefe68068608599fa.jpg,0.33786,14,2,0,2,14
S_11833731_jpg.rf.515c8715a950bd59b3b848abfcb6fec3.jpg,0.33227,6,2,1,1,5
S_11833755_jpg.rf.e8a48430c563e55e9512029f111a2b7a.jpg,0.29021,1,1,0,1,1
S_11833844_jpg.rf.5489d1eb3450e2f4ab6532e1efd81a8c.jpg,0.29753,3,1,0,1,3
S_11833854_jpg.rf.cbdd2085cfe25a6d46eccd9b8dd98f9f.jpg,0.36162,5,1,0,1,5
S_11833856_jpg.rf.f5c1ec160fc341b15578a8ebeaa5689a.jpg,0.33141,7,1,0,1,7
S_11833862_jpg.rf.676e3d3882133f488bb0342b470460fa.jpg,0.33293,2,1,0,1,2
S_11833944_jpg.rf.f0ce6bc10a070bb313ba717521f02909.jpg,0.35157,3,1,0,1,3
S_11834050_jpg.rf.7dc76e493e1346af41e63cfd5fcfe6f7.jpg,0.33811,8,1,0,1,8
S_11834765_jpg.rf.c70660e777a119af847289883633db91.jpg,0.30664,2,1,0,1,2
S_11841486_jpg.rf.b68279aa1253509c985aabe56b5e3edf.jpg,0.30626,14,1,0,1,14
S_11841529_jpg.rf.f4289845502b69374dfc273456f92238.jpg,0.39027,8,1,0,1,8
S_11841613_jpg.rf.16b91c4bc8bf99a24ecab14009f24f78.jpg,0.31246,12,1,0,1,12
S_11844946_jpg.rf.9462c58421b3705c2f4aa687c9deac75.jpg,0.23078,1,1,0,1,1
S_11845395_jpg.rf.6409766c09a555274ae18664f92564c2.jpg,0.35824,5,1,0,1,5
S_11846594_jpg.rf.2964580a17b8302d2935071f07343e40.jpg,0.35667,14,1,0,1,14
S_11848034_jpg.rf.516e8bd166bee5ab47215b60dfab75b5.jpg,0.33699,9,1,0,1,9
S_11854172_jpg.rf.a8f9cf1b95284891f7de7f00842de1c9.jpg,0.35973,1,1,0,1,1
S_11855448_jpg.rf.eae59bdd7dcd4df725650155054a62d5.jpg,0.28752,1,1,0,1,1
S_11858002_jpg.rf.91d9441a46f0a8a5bdfa9309e702d070.jpg,0.25159,2,1,0,1,2
S_11859015_jpg.rf.e2f15c5a7db45911d20bc56c40544846.jpg,0.31629,2,1,1,0,1
S_11860982_jpg.rf.0c1b80584136a210da8414cccbf61361.jpg,0.30635,1,2,0,2,1
S_11863639_jpg.rf.dcae36df3b37f717845fdaee2b137766.jpg,0.34266,2,1,0,1,2
S_11863974_jpg.rf.5c598dc00e6c2118e82916f560db0564.jpg,0.31449,1,1,0,1,1
S_11868315_jpg.rf.377ef48eabac7662a607a133aaad8284.jpg,0.31547,1,1,1,0,0
S_11869127_jpg.rf.290f70d7742a7297c5a25dbb65d11b02.jpg,0.26182,1,1,1,0,0
S_11870767_jpg.rf.f41e6313e46206f335ce85b4a8f041f5.jpg,0.29134,4,1,1,0,3
S_11870769_jpg.rf.b3c9b07c1a78b3d8f8be13d78bdd9b6c.jpg,0.30467,1,1,0,1,1
S_11882082_jpg.rf.2c05103552d20f61e77679973383a311.jpg,0.33573,2,1,1,0,1
S_11885038_jpg.rf.29c16152e6915e9caa22dc7b96b9ec5c.jpg,0.25187,1,1,0,1,1
S_11886078_jpg.rf.ea8d2727491ec67c6df51496a538c759.jpg,0.29209,1,1,1,0,0
S_11888779_jpg.rf.3ca9a0e0c4a9ae608d7f19e4532c00ff.jpg,0.28778,1,2,0,2,1
S_11895554_jpg.rf.87cbf5eff04356bcdf0dd0eef6283087.jpg,0.25368,2,1,1,0,1
S_11899120_jpg.rf.ef1a583c31f1e0571100213dbce5d29f.jpg,0.26928,1,1,0,1,1
S_11903603_jpg.rf.8139467db733e0c9ff1dd15fa1065ad9.jpg,0.27767,2,1,0,1,2
S_11905081_jpg.rf.5730b5dd32235d43b3d84451728b0195.jpg,0.27709,3,1,1,0,2
S_11906409_jpg.rf.2853525a49549852c506b7dd6eae9ff7.jpg,0.32887,4,1,1,0,3
S_11907175_jpg.rf.a5ca01eecfef78b01addc4044bc04c7e.jpg,0.33124,1,1,0,1,1
S_11917563_jpg.rf.2f998748c5bdd13ceafe2d734e2c6ee7.jpg,0.33556,5,2,1,1,4
S_11917595_jpg.rf.1701842e1230579cb29cf5d27c54d485.jpg,0.31361,8,1,0,1,8
S_11917644_jpg.rf.718c67035a4228dca1278e829e959540.jpg,0.34003,8,1,0,1,8
S_11917712_jpg.rf.6a9937ee1654857df34effccf6153165.jpg,0.3064,1,1,0,1,1
